company_id,Company,new_company_id
2463,แกรนด์ บางกอกบูเลอวาร์ด พระราม 9 - ศรีนครินทร์,2901.0
2464,แกรนด์ พาร์ควิว อโศก (Grand Parkview อโศก),1508.0
2465,แกรนด์ ฟลอริด้า บีช ฟร้อน คอนโด รีสอร์ท พัทยา,1509.0
2408,เอสเพน คอนโด เฟส บี,3369.0
2409,เอสเพน คอนโด เฟส บี (Aspen Condo B ),3369.0
2423,เอสวัน พระราม 9 (S1 RAMA9),1496.0
2433,เออร์บิเทีย ทองหล่อ ( Urbitia ทองหล่อ),1500.0
2466,แกรนด์ ฟลอริด้า บีช ฟร้อน คอนโด รีสอร์ท พัทยา (Grand Florida Beachfront Condo Resort)_(ชลบุรี),1509.0
2467,แกรนด์ ฟลอริด้า บีช ฟร้อน คอนโด รีสอร์ท พัทยา_(ชลบุรี),1509.0
2468,แกรนด์ ฟลอริด้า บีช ฟร้อน คอนโด รีสอร์ท พัทยา_(ชลบุรี) (Grand Florida Beachfront Condo Resort),1509.0
2469,แกรนด์ มณีรินทร์ (ศรีราชา),2902.0
2470,แกรนด์ รอยัล นิศาชล,
2471,แกรนด์ อเวนิว เรสซิเดนซ์ (Grand Avenue Residence),1510.0
2472,แกรนด์ อเวนิว เรสซิเดนซ์ (Grand Avenue Residence) (LANx1),1510.0
2473,แกรนด์ อเวนิว เรสซิเดนซ์ (Grand Avenue Residence) (LANx2),1510.0
2474,แกรนด์ อเวนิว เรสซิเดนซ์ (Grand Avenue Residence)- ส่งเมล์มา วันที่ 12/1/2565 ส่งต่อให้ทุกคนแล้ว,1510.0
2475,แกรนด์ อเวนิว เรสซิเดนซ์ (Grand Avenue Residence)- ส่งเมล์มา ส่งต่อให้ทุกคนแล้ว,1510.0
2476,แกรนด์ไดมอนด์ ประตูน้ำ,
2477,แกรนด์ไดมอนด์-ประตูน้ำ ( Grand Diamond-ประตูน้ำ ),1511.0
2478,แกรนด์ไดมอนด์-ประตูน้ำ ( Grand Diamond-ประตูน้ำ ) (LANx1),1511.0
2479,แกรนด์คาแนล ประชาชื่น,2903.0
2480,แกรนด์บางกอกบูเลอวาร์ด รัชดา-รามอินทรา2,2900.0
2481,แกรนด์พาเลซ อาคารเอ ( Grand Palace A ),1512.0
2482,แกรนด์พาเลซ อาคารบี ( Grand Palace B ),1513.0
2483,แกรนด์มณีรินทร์ ศรีราชา (ชลบุรี),2902.0
2484,แกรนดิโอ ลาดพร้าว - เกษตรนวมินทร์ (Grandio),2905.0
2485,แก้วพฤกษา,1514.0
2486,แก้วพฤกษา (LANx2),1514.0
2487,แคทลียา แลนด์ 72,
2488,แคทลียา คอนโดเทล,1515.0
2489,แคทลียาแลนด์,
2490,แคทลียาแลนด์ 72,
2491,แคสเซีย คอนโดมิเนีย (Cassia),
2492,แคสเซีย คอนโดมิเนียม (Cassia Condominium),1516.0
2493,แชปเตอร์ วัน โมเดิร์น ดัชต์ (Chapter one modern dutch ),1517.0
2494,แชปเตอร์ วัน มิดทาวน์ ลาดพร้าว 24 (Chapter One Midtown ลาดพร้าว 24 ),1518.0
2495,แชปเตอร์วัน เดอะ แคมปัส,
2496,แชปเตอร์วัน เดอะ แคมปัส (Chapter One The Campus),
2497,แชปเตอร์วัน เดอะ แคมปัส (เกษตร),
2498,แชปเตอร์วัน เดอะ แคมปัส (เกษตร) (Chapter One The Campus),
2499,แชปเตอร์วัน ชายน์ บางโพ,1519.0
2500,แชปเตอร์วัน ชายน์ บางโพ (Chapter One Shine บางโพ),1519.0
2501,แชปเตอร์วัน อีโค รัชดา - ห้วยขวาง,1520.0
2502,แชปเตอร์วัน อีโค รัชดา - ห้วยขวาง (Chapter One Eco),1520.0
2503,แชปเตอร์วัน อีโค รัชดา-ห้วยขวาง,1520.0
2504,แชปเตอร์วัน อีโค รัชดา-ห้วยขวาง (Chapter Eco รัชดา-ห้วยขวาง),1520.0
2505,แชปเตอร์วัน อีโค รัชดา-ห้วยขวาง (Chapter One Eco รัชดา-ห้วยขวาง),1520.0
2506,แชปเตอร์วัน อีโค รัชดา-ห้วยขวาง (Chapter One Eco),1520.0
2507,แชฟวี่ คอนโดมิเนียม,1521.0
2508,แชฟวี่ คอนโดมิเนียม (Savvi ),1521.0
2509,แชฟวี่ คอนโดมิเนียม (Savvi),1521.0
2510,แชมเบอร์ส เฌอ,1522.0
2511,แชมเบอร์ส เฌอ (Chamber Cher),1522.0
2512,แชมเบอรี่ คอนโด,1523.0
2513,แชมเบอรี่ คอนโด (Chambery Condo),1523.0
2514,แซนด์ คอนโดมิเนียม (Sands) (พระตำหนัก แซนด์-ชลบุรี),636.0
2515,แซนด์ คอนโดมิเนียม (Sands) (พระตำหนัก แซนด์-ชลบุรี) (LANx1),636.0
2516,แซฟวี่ คอนโดมิเนียม ( Savvi Condominium ),1526.0
2517,แซฟวี่ คอนโดมิเนียม (Savvi),1526.0
2518,แบงค์คอก เฟลิซ วิภาวดี 30 (Bangkok Feliz วิภาวดี 30 ),1527.0
2519,แบงค์คอก เฟลิซ สุขุมวิท 69-1,
2520,แบงค์คอก เฟลิซ -สุขุมวิท 69-1,
2521,แบงค์คอก ฮอไรซอน เพชรเกษม,1528.0
2522,แบงค์คอก ฮอไรซอน เพชรเกษม - ส่ง Format Excel มาให้ Import ส่งต่อให้แล้ว (ด่วน) ลูกค้าพึ่งลงโปรแกรม,1528.0
2525,แบงค์คอก ฮอไรซอน รัชดา-ท่าพระ,1529.0
2533,แพรกษาคอนโดมิเนียม,
2534,แพรนด้าจิวเวอร์รี่,
2535,แฟคตอรี่ คอนโด หนึ่ง (GL),1530.0
2536,แฟคตอรี่ คอนโด หนึ่ง (GL) (Factory Condo 1),1530.0
2537,แฟคตอรี่แลนด์ 2,2906.0
2538,แฟคตอรี่แลนด์ 2 - ส่งเมล์มา ส่งต่อให้ทุกคนแล้ว,2906.0
2539,แฟมมิลี่ ทาวน์ (Family Town),1531.0
2540,แฟมมิลี่ ปาร์ค (Family Park),1532.0
2541,แฟมมิลี่ทาวน์ (Family Town),1531.0
2542,แฟร์ ทาวน์เวอร์,1533.0
2543,แฟร์ ทาวน์เวอร์ (Fair Tower),1533.0
2544,แฟร์ ทาวน์เวอร์ (Fair Tower) (สุขุมวิท 50),1533.0
2548,แมกโนเลีย ไฟน์เนส,268.0
2549,แมกโนเลีย ไฟน์เนสท์ คอร์ปอเรชั่น (Magnolia Finest),268.0
2550,แมกโนเลีย ไฟน์เนสท์ คอร์ปอเรชั่น (Magnolia Finest) (LANx1),268.0
2551,แมกโนเลีย ไฟน์เนสท์ คอร์ปอเรชั่น(Magnolia Finest),268.0
2552,แมกโนเลีย ไฟน์เนสท์ คอร์ปอเรชั่น(Magnolia Finest) (Magnolia Southern California สุวรรณภูมิ),268.0
2553,แมกโนเลียส์ เซาท์เทิร์น แคลิฟอร์เนีย สุวรรณภูมิ,
2555,แมกซ์ คอนโดมิเนียม เกษตร-วิภาวดี,1535.0
2556,แมกซ์ คอนโดมิเนียม เกษตร-วิภาวดี (MAX CONDOMINIUM),1535.0
2557,แมกซ์คอนโด งามวงศ์วาน-แคราย,1536.0
2558,แมกซ์ซี่ คอนโด,1537.0
2559,แมกซ์ซี่ คอนโด (Maxxi Condo),1537.0
2560,แม็กนิกซ์ รามอินทรา 21,
2561,แม่กลอง,1538.0
2562,แมนฮัตตัน พาร์ค เรสสิเด้นท์ เซส,
2563,แม่น้ำ เรสซิเดนท์,1539.0
2564,แลนด์แอนด์เฮ้าส์ พาร์ค (โคราช) (Land & House Park โคราช ),2908.0
2565,แลนด์แอนด์เฮ้าส์ พาร์ค (โคราช) (Land & House Park โคราช ) - ส่งเมล์มา ส่งต่อให้ทุกคนแล้ว,2908.0
2566,แลนด์แอนด์เฮ้าส์ พาร์ค (โคราช) (Land & House Park โคราช ) - ส่งเมล์มาเมื่อวานวันที่ 6/7/2564,2908.0
2567,แลนด์แอนด์เฮ้าส์ พาร์ค (โคราช) (Land & House Park โคราช ) (LANx2),2908.0
2569,แวร์เด้,
2570,แวร์เด้ (Verde),
2571,แหลมฉบังทาวเวอร์,1550.0
2572,แหลมฉบังทาวเวอร์ (ชลบุรี),1546.0
2573,แอคควา(Acqua Condo)(AQC),
2574,แอชตัน อโศก,
2575,แอชตัน อโศก (Ashton),
2576,แอด บีทีเอส เรสซิเด้นซ์ ( @ BTS Residence ),1551.0
2577,แอดเดอร่า แจ้งวัฒนะ,1552.0
2578,แอดเดอร่า แจ้งวัฒนะ คอนโดมิเนียม,1552.0
2579,แอตแลนติส คอนโด รีสอร์ท พัทยา (Atlantis Condo Resort Pattaya),1553.0
2580,แอตแลนติส คอนโด รีสอร์ท พัทยา (Atlantis Condo Resort Pattaya) (LANx2),1553.0
2581,แอตแลนติส คอนโด รีสอร์ท พัทยา (Atlantis Condo Resort Pattaya) (LANx3),1553.0
2582,แอตแลนติส คอนโด รีสอร์ท พัทยา (Atlantis Condo Resort Pattaya)- ส่งเมล์มา ส่งต่อให้ทุกคนแล้ว,1553.0
2583,แอตแลนติส คอนโด รีสอร์ท พัทยา (Atlantis Condo Resort พัทยา),1553.0
2584,แอท ซิตี้ สุขุมวิท(At City สุขุมวิท) (@ City),1554.0
2585,แอทโมช คาแนล รังสิต,1555.0
2586,แอทโมช คาแนล รังสิต (Atmoz Kanaal),1555.0
2587,แอททรี เวสท์ (At Tree West East North),1556.0
2588,แอททรี เวสท์ (พิษณุโลก) (At Tree West  East  North),1556.0
2589,แอททรี เวสท์ (พิษณุโลก) (At Tree West  East  North) (LANx3),1556.0
2554,แมกโนเลียส์ บางนา-ตราดฯ (Magnolias บางนา-ตราด),268.0
2545,แมเนอร์สนามบินน้ำ - ส่งเมล์มา ส่งต่อให้ทุกคนแล้ว,1534.0
2546,แมเนอร์สนามบินน้ำ ( Manor สนามบินน้ำ ),1534.0
2547,แมเนอร์สนามบินน้ำ ( Manor สนามบินน้ำ ) (LANx1),1534.0
2568,แวนเทจ (Vantage),1544.0
2606,แอร์ลิงค์ เรสซิเดนซ์ 2 (Airlink Residence 2),1565.0
2607,แอร์ลิงค์ เรสซิเด้นซ์ เฟส 3,1568.0
2617,แอร์ลิงค์ เรสซิเดนซ์(Airlink Residence 1  2),1565.0
2618,แอร์ลิ้งค์ เรสซิเด้นท์ เฟส 2,
2619,แอล สไตล์ คอนโด( L Style Condo),1570.0
2620,แอล สไตล์ คอนโด( L Style Condo) - ส่งเมล์มา ส่งต่อให้ทุกคนแล้ว,1570.0
2621,แอสปาย พระราม 9,
2622,แอสปาย รัชดา-วงศ์สว่าง,1572.0
2623,แอสปาย รัชดา-วงศ์สว่าง (Aspire รัชดา-วงศ์สว่าง),1572.0
2624,แอสปาย รัชดา-วงศ์สว่าง (Aspire วงศ์สว่าง),1572.0
2625,แอสปาย รัชดา-วงศ์สว่าง (Aspire),1572.0
2626,แอสปาย สาทร-ท่าพระ,1573.0
2627,แอสปายพระราม 4 (Aspire Rama 4 ),1574.0
2628,แอสปายศรีนครินทร์,
2630,แฮปปี้ คอนโดฯ รัชดา 18 ABCD (Happy Condo & Sportclu),
2632,แฮปปี้แลนด์ วิลล์ ลาซาล,
2633,แฮปปี้คอนโด แอนด์สปอร์ต คลับ รัชดา 18(จัดการทรัพย์สินและชุมชน),426.0
2634,แฮปปี้คอนโด ดอนเมือง เดอะเทอมินอล ( Happy Condo The Terminal ),1578.0
2635,แฮปปี้คอนโด ดอนเมือง เดอะเทอมินอล (Happy Condo ดอนเมือง The Terminal),1578.0
2636,แฮปปี้คอนโด ดอนเมือง เดอะเทอมินอล (Happy Condo ดอนเมือง The Terminal) (LANx1),1578.0
2637,แฮปปี้คอนโด ดอนเมือง เดอะเทอมินอล (Happycondo Donmuang TheTerminal) (LANx1),1578.0
2638,แฮปปี้คอนโด ลาดพร้าว 101 อาคาร G,1579.0
2641,แฮปปี้คอนโด ลาดพร้าว 101 อาคารเซาท์ (Happy Condo South),
2642,แฮปปี้คอนโด ลาดพร้าว 101 อาคารดี และ อาคารอี,1580.0
2643,แฮปปี้คอนโด ลาดพร้าว 101 อาคารนอร์ธ,1581.0
2644,แฮปปี้คอนโด ลาดพร้าว 101 อาคารนอร์ธ ( Happy Condo North ),1581.0
2645,แฮปปี้คอนโด ลาดพร้าว 101 อาคารนอร์ธ (Happy Condo North ),1581.0
2596,แอ็บสแตร็กส์ สุขุมวิท 66/1 เดอะมูน (Abstract สุขุมวิท 66/1 The Moon ),1564.0
2594,แอ็บสแตร็กส์ สุขุมวิท 66/1 เดอะซัน (Abstract สุขุมวิท 66/1 The Sun ),1563.0
2595,แอ็บสแตร็กส์ สุขุมวิท 66/1 เดอะซัน (Abstract สุขุมวิท 66/1 The Sun )- ส่งเมล์มา ส่งต่อให้ทุกคนแล้ว,1563.0
2597,แอร์ลิงค์ เรสซิเดนซ์ - ส่งเมล์มา ส่งต่อให้ทุกคนแล้ว,1565.0
2598,แอร์ลิงค์ เรสซิเดนซ์ - ส่งเมล์มา2/2/2564 ส่งต่อให้ทุกคนแล้ว,1565.0
2599,แอร์ลิงค์ เรสซิเดนซ์ - ส่งเมล์มาวันที่ 2/2/2564ส่งต่อให้ทุกคนแล้ว,1565.0
2600,แอร์ลิงค์ เรสซิเดนซ์ (Airlink Residence 1 2),1565.0
2601,แอร์ลิงค์ เรสซิเดนซ์ 1 (Airlink Residence 1),1565.0
2602,แอร์ลิงค์ เรสซิเดนซ์ 1 (Airlink Residence 1) (LANx1),1565.0
2603,แอร์ลิงค์ เรสซิเดนซ์ 1 2 (Airlink Residence 1 2),1565.0
2604,แอร์ลิงค์ เรสซิเดนซ์ 1 2 (Airlink Residence 1 2) (LANx2),1565.0
2605,แอร์ลิงค์ เรสซิเดนซ์ 1 2 (Airlink Residence 1 2)- ส่งเมล์มา ส่งต่อให้ทุกคนแล้ว,1565.0
2616,แอร์ลิงค์ เรสซิเดนซ์(Airlink Residence 1  2 ),1565.0
2611,แอร์ลิงค์ เรสซิเดนซ์ เฟส 4 (Airlink Residence 4 ),1569.0
2608,แอร์ลิงค์ เรสซิเดนซ์ เฟส 3 (Airlink Residence Phase 3),1567.0
2609,แอร์ลิงค์ เรสซิเดนซ์ เฟส 3 (Airlink Residence Phase 3)- ส่งเมล์มา ส่งต่อให้ทุกคนแล้ว,1567.0
2610,แอร์ลิงค์ เรสซิเดนซ์ เฟส 3 (อาคาร 6) (Airlink Residence Phase 3),1567.0
2629,แฮปปี้ คอนโด ลาดพร้าว 101 อาคารเอช (Happy Condo ลาดพร้าว 101 H),2000.0
2639,แฮปปี้คอนโด ลาดพร้าว 101 อาคาร G ( Happy Condo ลาดพร้าว 101 G),1579.0
2640,แฮปปี้คอนโด ลาดพร้าว 101 อาคาร G (HAPPY CONDO ลาดพร้าว 101 G),1579.0
2631,แฮปปี้ คอนโดฯ รัชดา 18 ABCD (Happy Condo & Sportclub),
2647,แฮปปี้คอนโดลาดพร้าว 101 อาคารเซ้าท์ (Happy Condo South),
2648,แฮปปี้คอนโดลาดพร้าว 101 อาคารดี และ อาคาร อี,1580.0
2649,โกเด้น นีโอ อ่อนนุช-พัฒนาการ,2911.0
2650,โกรว รัตนาธิเบศร์ คอนโดมิเนียม (Grow),
2651,โกล เด้น ทาวน์ 2 อ่อนนุช-พัฒนาการ,2912.0
2652,โกล เด้น ทาวน์ 2 อ่อนนุช-พัฒนาการ - ส่งเมล์มา ส่งต่อให้ทุกคนแล้ว,2912.0
2653,โกล เด้น ทาวน์ อ่อนนุช-พัฒนาการ,2920.0
2655,โกลเด้น ทาวน์ เฉลิมพระเกียรติฯ-สวนหลวง,2915.0
2656,โกลเด้น ทาวน์ เฉลิมพระเกียรติฯ-สวนหลวง (โกลเด้นทาวน์ 345)),2915.0
2657,โกลเด้น ทาวน์ เพชรเกษม,2916.0
2658,โกลเด้น ทาวน์ วัชรพล - สุขาภิบาล 5,
2659,โกลเด้น ทาวน์ อ่อนนุช-พัฒนาการ,2920.0
2663,โกลเด้น นีโอ อ่อนนุช - พัฒนาการ,
2664,โกลเด้นท์ โคสท์ (Golden Coast ),1584.0
2665,โกลเด้นท์ โคสท์ (GOLDEN COAST),1584.0
2666,โกลเด้นท์โคสท์ (GOLDEN COAST),1584.0
2667,โกลเด้นท์โคสท์ 2 (Golden Coast 2 ) (ชลบุรี),1584.0
2668,โกลเด้นทาวน์ 2 อ่อนนุช - ลาดกระบัง,2922.0
2669,โกลเด้นทาวน์ 2 อ่อนนุช - ลาดกระบัง (GDT 2),2922.0
2670,โกลเด้นทาวน์ 3 บางนาสวนหลวง,
2671,โกลเด้นทาวน์ 3 บางนา-สวนหลวง,
2672,โกลเด้นทาวน์ รัตนาธิเบศร์- สถานีรถไฟฟ้าไทรม้า,2923.0
2673,โกลเด้นทาวน์ รามอินทรา -คู้บอน,
2674,โกลเด้นทาวน์ วังหิน-แตงอ่อน,
2675,โกลเด้นทาว์น วังหิน-แตงอ่อน,
2676,โกลเด้นนครา,2924.0
2679,โคโค่ ซี คอนโดมิเนียม เฟส 1 2,
2680,โคโตบูกิ เพลส คอนโดมิเนียม,1588.0
2681,โคโตบูกิ เพลส คอนโดมิเนียม (Kotobuki Place),1588.0
2682,โคโตบูกิ เพลส คอนโดมิเนียม (KOTOBUKI),1588.0
2683,โคปาคาบาน่า บีช จอมเทียน (Copacabana Beach Jomtien),1589.0
2684,โคปาคาบาน่า บีช จอมเทียน (Copacabana Beach Jomtien) ( LANx3),1589.0
2685,โคปาคาบาน่า บีช จอมเทียน (Copacabana Beach Jomtien) (LANx2),1589.0
2686,โคปาคาบาน่า บีช จอมเทียน (Copacabana Beach Jomtien) (LANx3),1589.0
2687,โครงการ 28CL (ทเวนตี้เอท ชิดลม) (บ.เอสซี แอสเสท คอร์ปอเรชั่น),
2688,โครงการ มีนบุรี 2(บริษัท สัมมากร จำกัด),
2689,โครงการ สวิฟท์ คอนโด_(สวิฟท์ คอนโด เอฟ ( Swift Condo F),292.0
2690,โครงการเคหะชุมชนบ่อนไก่อาคารแฟลต 12 ชั้น ค.1 และ ค.2,
2691,โครงการกัลปพฤกษ์ แกรนด์ พาร์ค จังหวัดเชียงราย,
2692,โครงการบ้านวันดี กลางเมือง มหาชัย,
2693,โชคชัยร่วมมิตร คอนโดมิเนียม,1591.0
2694,โชคชัยร่วมมิตร คอนโดมิเนียม - ส่งเมล์มา ส่งต่อให้ทุกคนแล้ว,1591.0
2695,โซซิโอ เรฟเฟอร์เร้นซ์ 61,
2696,โซซิโอ เรฟเฟอร์เร้นซ์ 61 (Socio Reference 61),
2697,โซซิโอ ร่วมฤดี,
2698,โซซิโอ ร่วมฤดี (Socio ร่วมฤดี),
2699,โซซิโอ อินทามระ (Socio อินทามระ ),1592.0
2700,โซซิโอ อินทามระ (Socio),1592.0
2751,โบ๊ทเฮ้าส์ หัวหิน เอ บี ซี(Boat House A B C),299.0
2752,โบ๊ทเฮ้าส์ หัวหิน เอ บี ซี เดอะ เลจเจ้นท์ และหมู่บ้านจัดสรร (Boat House A B C   The Legend) เพชรบุรี,299.0
2753,โบ๊ทเฮ้าส์ หัวหิน ซี (Boat House C) เพชรบุรี,299.0
2754,โบ๊ทเฮ้าส์ หัวหิน บี (Boat House B) เพชรบุรี,299.0
2755,โบ๊ทเฮ้าส์ หัวหินบี ซี(Boat House B C),299.0
2660,โกลเด้น นีโอ บางนา-กิ่งแก้ว,2921.0
2662,โกลเด้น นีโอ รามอินทรา-วงแหวน,3362.0
2677,โกลเด้นพัทยาคอนโดมิเนียม-ชลบุรี (Golden Pattaya Condominium )(โกลเด้นพัทยาคอนโดมิเนียม-ชลบุรี),1586.0
2701,โทรกลับ Jones Lang (เรื่องเบี้ยปรับ) ส่งเมล์ต่อให้แล้ว . เรียน คุณชุติมา . ตามที่เรียนปรึกษาทางโทรศัพท์ เรื่องของการเซ็ทการคำนวณ surcharge จากเงินต้น . เนื่องจากมีโครงการที่ทาง JLL บริหารและมีการใช้โปรแกรมนี้ จึงอยากขอปรึกษาถึงกรณีเซ็ทวิธีการคำนวณ ขออนุญาตยกตัวอย่างคร่าวๆ ถึงการรับชำระบางส่วน ทั้งภายใน 180 วัน และเกิน 180 วัน ซึ่งอัตราการคำนวณจะแตกต่างกัน . เช่น ณ วันที่ 1/1/21 due date 31/1/21 มีการออกใบแจ้งหนี้ เป็นจำนวนเงิน 9 000บาท  30/6/21 ชำระบางส่วนเท่ากับ 4 000 บาท surcharge 12%   31/10/21 ชำระบางส่วนเท่ากับ 3 000 บาท surcharge 20%  .  โปรแกรมจะสามารถคำนวณการชำระแบบแบ่งจ่ายได้หรือไม่คะ หรือมีวิธีแนะนำไหมคะ . Please do not hesitate to contact me if your require further information. .  Warm regards  Ms.Rungnapa Saewong T +66 (0)7 623 8299  Assistant Accounting Manager  Property and Asset Management M +66 (0)94 395 6479  Jones Lang LaSalle Management Limited F +66 (0)7 623 8298 .,24.0
2705,โทรบ้านรองเมือง หน่วยงาน ของ บ.เบเน่ เบเน่ ติดต่อ คุณโอห์ม 096-737-4737 (ด่วน) (ลูกค้าเข้าโปรแกรมไม่ได้ พึ่งลงโปรแกรม),134.0
2707,โนเบิล แอมเบียนส์ สุขุมวิท 42 (Noble Ambience),1593.0
2708,โนเบิล โซโล -,1594.0
2709,โนเบิล โซโล (Noble Solo),1594.0
2710,โนเบิล ไลท์ (Noble Light),1595.0
2713,โนเบิล จีโอ วัชรพล,2926.0
2714,โนเบิล จีโอ วัชรพล (Noble Geo วัชรพล),2926.0
2715,โนเบิล จีโอ วัชรพล (Noble Geo วัชรพล) - ส่งเมล์มา ส่งต่อให้ทุกคนแล้ว,2926.0
2716,โนเบิล รีเฟล็ก (Noble Reflex),
2717,โนเบิล รีเฟลกซ์,
2718,โนเบิล รีเฟลกซ์ (Noble Reflex),
2719,โนเบิล รีเวนต์,1596.0
2720,โนเบิล รีเวนต์ (Noble Revent),1596.0
2721,โนเบิล รีโว สีลม,1597.0
2722,โนเบิล รีโว สีลม (Noble Revo สีลม ),1597.0
2723,โนเบิล รีโว สีลม (Noble Revo),1597.0
2724,โนเบิล รีมิกซ์,1598.0
2725,โนเบิล รีมิกซ์ ( Noble Remix),1598.0
2726,โนเบิล รีมิกซ์ (Noble Remix),1598.0
2731,โนเบิล อเบิฟ (Noble Above),
2732,โนเบิล อนาวานา,
2733,โนเบิล อนาวานา ปิ่นเกล้า,
2734,โนเบิล อะเบิฟ ไวร์เลส-ร่วมฤดี,
2735,โนเบิล? รีดี,
2736,โนเบิล? รีดี - ส่งเมล์มา ส่งต่อให้ทุกคนแล้ว,
2737,โนเบิล? รีดี (Noble Re D),
2738,โนเบิล? รีดี (Noble Re:D),
2739,โนเบิลเฮ้าส์ พญาไท (Noble House พญาไท),1600.0
2740,โนเบิลเฮ้าส์ พญาไท (Noble House พญาไท) (LANx1),1600.0
2741,โนเบิลรีเฟลกซ์,
2742,โนเบิลรีฟอร์ม (Noble Reform),
2743,โนโววิลล์ ลำลูกกา คลอง 2,2927.0
2744,โบ๊เบ๊ทาวเวอร์ 1 2,1602.0
2745,โบเลโร่ วิลล่า,2928.0
2746,โบ๊ทเฮ้าส์ หัวหิน เอ (Boat House A),299.0
2747,โบ๊ทเฮ้าส์ หัวหิน เอ (Boat House A) เพชรบุรี,299.0
2748,โบ๊ทเฮ้าส์ หัวหิน เอ บี ซี (Boat House A B C ) เพชรบุรี _เดอะ เลจเจ้นท์ (The Legend ) เพชรบุรี),299.0
2749,โบ๊ทเฮ้าส์ หัวหิน เอ บี ซี (Boat House A B C ) เพชรบุรี _เดอะ เลจเจ้นท์ (The Legend ) เพชรบุรี) _ม.โบ๊ทเฮ้าส์ หัวหิน,299.0
2750,โบ๊ทเฮ้าส์ หัวหิน เอ บี ซี (Boat House ABC) เพชรบุรี ( เดอะ เลจเจ้นท์ (The Legend ) เพชรบุรี),299.0
2953,ไอดีโอ บลูโคฟ สาทร,
2711,โนเบิล จีโอ พระราม 5,2925.0
2712,โนเบิล จีโอ พระราม 5 (Noble Geo Rama 5),2925.0
2729,โนเบิล รีวีล ( Noble Reveal ),1599.0
2704,โทรกลับ ศุภาลัยวิลล์พระราม 2 ติดต่อ คุณสมควร 095-5242644 (ด่วน) (ลูกค้าใหม่ยังไม่ซื้อโปรแกรม) (อธิบายขั้นตอนการทำ AP),3305.0
2730,โนเบิล รีวีล(Noble Reveal,1599.0
2727,โนเบิล รีวอล์ฟ รัชดา (NRR),3376.0
2728,โนเบิล รีวอล์ฟ รัชดา (NRR) ( Noble Revolve รัชดา (NRR)),3376.0
2706,โนเบิล เพลินจิต (NOBLE PLOENCHIT (NPC)),3377.0
2756,โบทานิก้า เขาใหญ่ ( โคราช),1607.0
2757,โบทานิก้า เขาใหญ่ (โคราช),1607.0
2758,โฟคัส เพลินจิต,
2759,โฟคัส คอนโดมิเนียม (Focus Condominium ),
2760,โฟคัส ออน ศาลาแดง,1608.0
2761,โฟคัส ออน ศาลาแดง ( Focus on ศาลาแดง ),1608.0
2762,โฟคัสคอนโดมิเนียม (Focus),
2767,โมเดอร์น พร็อพเพอร์ตี้ แมเนจเม้นท์ (Modern Property),
2768,โมเดอร์นโฮมเพลส 1-4 (Modern Home Place ),1611.0
2769,โมเดิร์น คอนโด (Modern Condo),1612.0
2770,โมเดิร์น คอนโด (Modern Condo) (อาคาร C D),1612.0
2771,โมเดิร์น วิลล์ (Modern Ville),
2772,โมเดิร์นทาวน์,
2773,โมเดิร์นทาวน์ (Modern Town),
2774,โมโน ป่าหล่าย,
2775,โมโน ป่าหล่าย (Mono ป่าหล่าย),
2776,โมโน ป่าหล่าย (Mono),
2777,โมดัส บีชฟร้อนท์ คอนโดมิเนียม เอ,1613.0
2778,โมดัส บีชฟร้อนท์ คอนโดมิเนียม เอ (Modus Beachfront A),1613.0
2779,โมดิช รัชดา 32 (Modiz),1614.0
2780,โมทีฟ คอนโด (Motive Condo),1615.0
2783,โรงเรียนนานาชาติ เอไอเอสบี รามอินทรา (AISB ),308.0
2784,โรงเรียนนานาชาติ เอไอเอสบี รามอินทรา (โรงเรียน อนุบาลนานาชาติ ลิตเติ้ลโคอาล่า รามอินทรา) (AISB ),308.0
2785,โรงเรียนอนุบาลนานาชาติลิตเติ้ลโคอาล่า (Little Koala),311.0
2786,โรงเรียนอนุบาลนานาชาติลิตเติ้ลโคอาล่า (Little Koala) (พระราม 4),311.0
2787,โว้ค 16 อาคาร เอ  บี,
2789,โว้ค 31(Voke สุขุมวิท 31),
2790,โว้ค เพลส,
2791,โว้ค เพลส (Vogue Place),
2792,โว้ค เพลส (Voke Place),
2796,โอเชี่ยน เรสซิเดนซ์ (มิตรภาพ-ขอนแก่น),
2797,โอเรียลเต็ล ทาวเวอร์ คอนโดมิเนียม (Oriental Tower Condominium ),1617.0
2798,โอเรียลเท็ล บีช,2929.0
2799,โอเรียลเท็ล บีช รีสอร์ท,2929.0
2800,โอเรียลเท็ล บีช รีสอร์ท (Oriental Beach Resort),2929.0
2801,โอกาส 105 คอนโดมิเนียม,1618.0
2802,โอกาส หัวหิน,1619.0
2803,โอกาส หัวหิน ( ประจวบ),1619.0
2804,โอภัส,314.0
2805,โฮป แอนด์ กาย คอนโดทาวน์,1620.0
2806,โฮป แอนด์ กาย คอนโดทาวน์ ( Hope and Guy Condotown ),1620.0
2807,โฮป แอนด์ กาย คอนโดทาวน์ (Hope and Guy Condotown),1620.0
2808,โฮมเพลส,1611.0
2809,โฮมเพลส (โฮมเพลส เดอะพาร์ค วงแหวน-พระราม 9),2930.0
2810,โฮมเพลส เดอะพาร์ค วงแหวน-พระราม 9,2930.0
2811,โฮมเพลส รังสิต,2931.0
2812,โฮมเพลส รังสิต - ส่งเมล์มา ส่งต่อให้ทุกคนแล้ว,2931.0
