solve_id,Solve
4812,Drive D เหลือ 76 KB แนะนำให้ Move ข้อมูลอย่างอื่นไว้ที่อื่นก่อน หรือให้ช่างดูว่า
4813,Drive D เหลือประมาณ 500 KB ควรเอาข้อมูลที่ไม่ใช่ softbiz ไปใส่ใน EX'HDD
4814,Drive D หรือ C ไม่มี _Softbiz อยู่ ลูกค้าแจ้งว่าก่อนหน้านี้มีคนมาย้ายข้อมูล ให้ลูกค้าลองถามเจ้าหน้าที่คนนั้นก่อนว่าย้ายข้อมูลไว้ที่ไหน
4815,Drive Y ที่ Mapฯ ไว้เปิดไม่ได้ แนะนำให้แจ้ง IT ดูเรื่อง Lan ให้
4816,Drive Z เข้าไม่ได้ เครื่องลูกมองไม่เห็นเครื่องแม่ ให้ลอง Restart ทั้ง 2 เครื่องก่อน ถ้าไม่ Reconnect ให้ Lan น่าจะมีปัญหา
4817,Drive Z เข้าไม่ได้ เครื่องลูกมองไม่เห็นเครื่องแม่ ให้ลอง Restart ทั้ง 2 เครื่องก่อนแล้วลองเข้า Drive Z ดูอีกครั้ง
4818,Drive Z เหลือ 0 จาก 20GB อาจเป็นสาเหตุที่ทำให้ใช้งานโปรแกรมแล้ว Error ให้ IT ลองเช็ค Disk ที่ติดตั้งโปรแกรมไว้ก่อน
4819,Drive ที่ map ไว้เข้าไม่ได้ แนะนำให้ Restart ทั้งเครื่องแม่ และเครื่องลูกแล้วลองเข้า Drive ที่เครื่องลูกใหม่ ถ้าเข้าได้โปรแกรม Softbiz จะเข้าได้
4820,Drive ที่ Map ไว้หลุด ให้ IT map network drive ให้ใหม่
4821,Drive ที่เคย Mapฯ ไม่มี Map Drive + ดึง Shortcut ทั้ง 2 โปรแกรม
4822,Driver เครื่องปริ้นท์ และลอง Add priter ใหม่
4823,Driver เครื่องปริ้นท์น่าจะไม่สมบูรณ์ ให้ลง Driver ใหม่ก่อน
4824,Due date ในคำอธิบายรายการฯ ผิด
4825,Due date ในคำอธิบายฯ ผิด
4826,Due date ใบแจ้งหนี้เดือน 02/2025 ผิด
4827,Due date ผิด
4828,Due date ผิด ให้ลบใบแจ้งหนี้แล้วผ่านรายการฯ ใหม่
4829,Due date ผิด ทำค่าปรับไม่ขึ้น
4830,Due date ผิดทำให้ค่าปรับไม่ขึ้น
4831,Email : riverrine4@hotmail.com ส่ง QA : MA ให้ Riverrine Place 4 เรียบร้อยแล้ว
4832,Email Fotmat excel ให้ใส่ข้อมูล และสอนการใส่ข้อมูล
4833,Email Pay In แล้ว รอออกใบเสร็จ
4834,Email QA : MA เรียบร้อยแล้ว
4835,Email QA : MA ให้ลูกค้าเรียบร้อยแล้ว yugrug@live.com
4836,Email QA เรียบร้อยแล้ว
4837,Email เรียบร้อย และลูกค้าได้รับแล้ว
4838,Email แจ้งเข้าแล้ว 1. เพิ่มทะเบียนบ้านเคียงดาวเข้าในโปรแกรมของ แสนดาวเขาใหญ่ -บ้านนับดาว (BKD) |2. มีข้อมูลอยู่ที่ Head ถึงเดือน 5 /2021 ไม่มีข้อมูลล่าสุด |3. ดึงข้อมูลเท่าที่มี และเริ่มต้นใบแจ้งหนี้ และใบเสร็จใหม่ |4. ติดตั้งสิทธิ์ CM |5. เพิ่ม User ระดับ 3 2 คน ตาม Email EXTRA และ PLIW
4839,Email แจ้งเพิ่ม User ระดับ 3 และส่ง Excel ให้ Import รายชื่อ
4840,Email แจ้งให้ Lock ไม่ให้แก้ชำระโดยหน้าใบเสร็จได้
4841,Email แจ้งให้แก้ไข Excel เพิ่มเติม
4842,Email แจ้งให้แก้ไขเพิ่มเติม
4843,Email แจ้งไปว่า ติดต่อเข้าไปแล้วทั้ง 2 เบอร์ แต่ไม่มีผู้รับสาย ต้องการสอบถามเพิ่มเติมว่าหน่วยงานที่จะให้ถอนโปรแกรม หมู่บ้านเดอะ เพลส กาญจนาภิเษก อารีญาไทรน้อย ใช่ที่เดียวกับ เดอะ เพลส กาญจนาภิเษก-ราชพฤกษ์ หรือไม่ รบกวนติดต่อกลับ Sofbiz
4844,Email แจ้งกำหนดสิทธิ์ ในการใช้งาน//นิติบุคคลอาคารชุด บ้านสวนซื่อตรง 1 อาคาร 8 (ให้สิทธิ์ในการคีย์ ข้อมูลเท่านัั้น ) ไม่ให้สิทธิในการยกเลิก/แก้ไขข้อมูลใดๆ ทั้งสิ้นทั้งในส่วนของใบเสร็จและใบแจ้งหนี้
4845,Email แจ้งย้ายโปรแกรมไปเครื่องใหม่
4846,Email แจ้งว่า Thai Asset ถอนโปรแกรมเองเรียบร้อยแล้ว
4847,Email ใบเสนอราคาเรียบร้อยแล้ว
4848,Email ใบเสนอฯ ที่ topyotin2514@gmail.com เรียบร้อย
4849,Email ไปที่ aunsirinan1234@gmail.com --||-- ลูกค้าได้รับเรียบร้อยแล้ว
4850,Email ไปที่ senathip.tby@gmail.com --||-- ลูกค้าได้รับเรียบร้อยแล้ว
4851,Email กลับลูกค้าแล้วว่าสามารถแจ้งเรื่องติดตั้งสิทธิ์เข้ามาได้
4852,Email ตอบ หากลูกค้าหมายถึงการใส่ที่อยู่ในทะเบียนเจ้าของร่วมฯ ซึ่งจะมีให้ใส่ที่อยู่ปัจจุบันและที่อยู่ที่ทำงาน และลูกค้าต้องการให้แสดงที่อยู่ปัจจุบันและที่อยู่ที่ทำงาน ในใบแจ้งหนี้และใบเสร็จสามารถแสดงได้ ซึ่งหากมีห้องอื่นๆ ใส่ทั้ง 2 ที่อยู่จะแสดง 2 ที่อยู่เช่นกัน
4853,Email รายงานตามที่ขอมา 3 รายงาน
4854,Email ลูกค้าใช้ไม่ได้ จึงต้องการให้ส่งทาง Line ลูกค้าแจ้งว่าสามารถส่ง QA : MA ให้พรุ่งนี้ได้
4855,Email สอบถามข้อมูลเพิ่มเติม
4856,Email สอบถามรายละเอียดเพิ่มเติม
4857,Enter ในบิลค้างชำระ พอใส่ยอดเงินเพื่อชำระบางส่วน แล้ว F10 หน้าจอค้างออกไม่ได้
4858,Enter ในบิลค้างชำระแล้วใส่ยอดเงิน และ F10 ทำให้หน้าที่ใส่ยอดเงินไปซ่อนอยู่ข้างหลัง แนะนำถ้าใส่ยอดเงิน ใส่เสร็จแล้วให้ Enter ยอดเงินที่ใส่จะดึงมาให้
4859,Enter ในบิลค้างชำระแล้วใส่ยอดเงิน และ F10 หรือ ESC ทำให้หน้าที่ใส่ยอดเงินไปซ่อนอยู่ข้างหลัง
4860,Enter ในบิลค้างชำระแล้วใส่ยอดเงิน และ F10 หรือ ESC ทำให้หน้าที่ใส่ยอดเงินไปซ่อนอยู่ข้างหลัง แนะนำถ้าใส่ยอดเงิน ใส่เสร็จแล้วให้ Enter ยอดเงินที่ใส่จะดึงมาให้
4861,Enter มาที่ช่องจำนวนเงินแล้วสามารถพิมพ์ตัวเลขได้เลย ไม่ต้อง Click Mouse เปลี่ยนตำแหน่ง
4862,Error เนื่องจาก ไฟล์ Sys_BacT.CDX .Dbf ใน Database/sy มีปัญหา ให้ลบออก แล้วกดสำรองใหม่ ไฟล์ Sys_BacT.CDX .Dbf จะสร้างใหม่อัตโนมัติ และจะสำรองฯได้ปกติ
4863,Error ไม่ได้ขึ้นทุกครั้ง Enter ผ่านไปสามารถเข้าได้ Reindex ได้ปกติ ลูกค้าเช็คข้อมูลดูปกติ
4864,Error ที่เครื่องปริ้นท์ Softbiz ใช้งานได้ปกติ
4865,Error ที่เครื่องปริ้นท์ ให้ลอง Restart เครื่อง และปิดเครื่องปริ้นท์ดูก่อน
4866,excel เรียกงานงานแยกตามสถานะไม่ได้
4867,Excel ที่ Export จะไม่ใช่ตาม F7 แนะนำให้ลองปริ้นท์เป็น PDF แล้วนำไปแปลงไฟล์ต่อ
4868,Excel ที่ส่งมาใหม่ยังผิดเหมือนเดิม จึงแจ้งคุณจินตนา (ส่วนกลาง) ว่าจะ Import ตัวล่าสุดให้ และให้เช็คใบแจ้งหนี้ ใบแจ้งหนี้ที่ผิดให้ลบแล้วคีย์รายการเข้าไปไหม่ให้ถูกต้อง คุณจินตนาแจ้งว่าจะให้เจ้าหน้าที่หน้างาน (คุณฝน) เป็นคนเช็คและแก้ไข จึงส่งไฟล์ที่ Import แล้ว และแจ้งคุณฝนเรื่องการเช็คข้อมูลและแก้ไขข้อมูลให้ถูกต้อง
4869,Export Email ไม่ได้
4870,Export excel ไว้ยังไม่ได้ปิดทำให้ Export ซ้ำไม่ได้
4871,export excelให้กดF10
4872,Export to excel ให้ใช้รายงานทะเบียนเลขห้อง ถ้าต้องการปริ้นท์ PDF สามารถปริ้นท์ได้ทั้งทะเบียนและรายงาน
4873,Export เป็น Excel ไม่ได้
4874,Export เปลี่ยนเป็น F10 บางรายงาน
4875,Export แบบยื่น
4876,Export ไม่ได้
4877,Export รายงาน
4878,Export รายงานเคลื่อนไหวฯ
4879,Export รายงานเคลื่อนไหวฯ ทั้งหมดจะไม่ครบ ให้แบ่งจำนวนห้อง
4880,Export รายงานใบนำส่งฯ ไม่ได้ แนะนำให้ใช้รายงานการรับเงินตามบุคคลแทน
4881,Export รายงานทะเบียนเลขห้อง
4882,Export รายงานลูกหนี้ค้างชำระแยกประเภท
4883,Export รายงานลูกหนี้ค้างชำระรายบุคคล
4884,Export รายงานลูกหนี้ค้างชำระรายบุคคลใช้ F10
4885,Extract softbiz.exe มาให้ใหม่
4886,F10 Export to excel
4887,F10 ใบเสร็จแล้วจะแก้ชำระโดยไม่ได้
4888,F10 ใบเสร็จแล้วรายการหายไป 1 รายการเนื่องจากเป็นรหัส และเดือนเดียวกัน
4889,F10 ใบเสร็จโดยไม่ได้ใส่เลขห้อง และลบใบเสร็จใบนั้นออกไป ต้องการเพิ่มกลับเข้าไป
4890,F10 ใบเสร็จโดยไม่ได้ใส่เลขห้อง ให้ Cancel ใบเสร็จและออกใหม่
4891,F10 ใบเสร็จโดยไม่ได้ใส่รายการ และต้องการเลือกประเภทรายรับอื่นๆ แนะนำให้ Cancel แล้วออกใหม่ แต่ลูกค้าต้องการใช้เลขที่เดิม ลูกค้าจึงเลือกใช้รหัสระดับ 3 ลบและเพิ่มใบเสร็จใบเดิม
4892,F10 ใบเสร็จไปโดยไม่ได้ใส่รายการ แนะนำให้ Cancel ใบเสร็จ ถ้า User ที่ใช้ไม่สามารถ Cancel ได้ ให้แจ้ง User ระดับ 3 Cancel ให้
4893,F10 ใบเสร็จไปโดยไม่ได้ใส่รายการ ทำให้ยอดเป็นศูนย์ จำเป็นต้อง Cancel ใบเสร็จ แต่รหัส Cancel เองไม่ได้ คุณอี๊ด The Nine แจ้งว่าจะติดต่อคุณประไพรที่หน้างานเองเพื่อ Cancel ใบเสร็จให้
4894,F10 ใบเสร็จไปโดยยังไม่ได้ใส่รายการทำให้ยอดใบเสร็จเป็นศูนย์ แต่ไม่สามารถยกเลิกใบเสร็จได้ แนะนำให้ใช้รหัสระดับ 3 Cancel ใบเสร็จ
4895,F10 ใบเสร็จยอดเป็นศูนย์ ให้ Cancel ใบเสร็จ
4896,F10 ไม่ได้ และไม่มีปุ่ม FN ให้กด F10 ให้
4897,F2 ในบันทึกค่าปรับหนี้ค้างชำระเพื่อดูรายละเอียดใบแจ้งหนี้ที่ดึงมาคำนวณ
4898,F2 ใบเสร็จแล้ว แต่ cursor ไปอยู่ที่เลขที่ใบเสร็จ ต้องการให้อยู่ที่เลขที่ห้อง
4899,F2 ใบเสร็จแล้วแก้เลขที่ใบเสร็จได้ จึงทำให้เผลอพิมพ์เลขอื่นเข้าไปพอ F10 แล้วเลขที่รันเปลี่ยน ต้องการให้ตั้งค่าให้แก้เลขที่ใบเสร็จไม่ได้ และรันเลขที่ใบเสร็จให้ต่อจากเลขที่ที่ถูกต้อง
4900,F2 ใบเสร็จแล้วให้เปลี่ยนเลขที่ใบเสร็จโดยให้คีย์ตามสำเนาที่ปริ้นท์ไว้ก่อนหน้านี้
4901,F2 ใบเสร็จแล้วจะให้ Cursor ไปอยู่ช่องเลขที่ห้อง ไม่ให้อยู่ที่ช่องเลขที่ใบเสร็จ
4902,F2 ใบเสร็จขึ้นเลขที่ 0022183 และโชว์ว่าเลขที่ใบเสร็จซ้ำเลขที่ 00221835 แนะนำให้เติมเลข 0 ด้านหน้าเพิ่ม
4903,F2 ใบเสร็จขึ้นเลขที่ 62885 แต่ขึ้นเตือนเลขที่ใบเสร็จซ้ำ พอ ESC ออกเด้งไปที่เลขที่ 628855 ของปี 2016 ||-- แนะนำให้เติมเลขศูนย์หน้าเลขที่ใบเสร็จปัจจุบัน
4904,F2 ใบเสร็จขึ้นที่ซ้ำสามารถเปลี่ยนที่ช่องเลขที่ใบเสร็จได้
4905,F2 ใบเสร็จพร้อมกัน 2 เครื่อง ถ้าอีกเครื่อง F10 ก่อน อีกเครื่องที่ F10 ที่หลังจะขึ้นเลขที่ซ้ำ ให้ออกจากเมนูแล้วเข้าใหม่
4906,F2 ใบแจ้งหนี้แล้วเลขที่ไม่ขึ้น เนื่องจากมีการคีย์ข้ามวัน-เดือนไปมา
4907,F2 ใบแจ้งหนี้ไม่ได้เนื่องจากมีการกำหนดสิทธิ์ระดับ 1 ไว้
4908,F3 แก้ไขวันที่ใบเสร็จไม่ได้
4909,F3 แล้ว F10 ใหม่ ยอดจะปรับให้
4910,F3 แล้วเลื่อผ่านตัวเลข
4911,F3 แล้วลบบรรทัดที่ไม่ต้องการออก
4912,F7 เป็นตัวหนังสือปกติ ให้ปิดเครื่องปริ้นท์ และ Restart คอมฯ
4913,F7 แล้วตัวหนังสือชิดด้านหน้ามากกว่า ให้ลอง ปิดเครื่องปริ้นท์ และ Restart คอมดูก่อน
4914,F7 แล้วตำแหน่งอยู่สูง แต่ปริ้นท์แล้วต่ำลงมา แนะนำให้ลองปิดคอม และเครื่องปริ้นท์แล้วปริ้นท์ใหม่ หรือขยับที่เครื่องปริ้นท์
4915,F7 ใบแจ้งหนี้ดูยอดตรงกับรายงานหนี้ค้าง
4916,F7 ใบแจ้งหนี้ปกติแต่ปริ้นท์ออกมาแล้วปริ้นท์ได้ครึ่งหน้า เป็นหลังจากกระดาษติด ให้ลอง Restart เครื่องแล้วลองปริ้นท์ใหม่ยังเป็นอยู่ แนะนำให้ลองติดต่อศูนย์เครื่องปริ้นท์ดูก่อน
4917,F7 มีข้อมูลครบแต่ปริ้นท์ออกมาแล้วด้านล่างไม่มี แนะนำให้ลองลง Driver ใหม่ดูก่อน
4918,F7 หน้าจออยู่ตรงกลาง แต่ปริ้นท์แล้วชิดขวาให้ลองปิดเครื่องปริ้นท์และ Restart เครื่องคอมฯ
4919,F8 เพื่อคำนวณเงินทอนหน้าใบเสร็จแล้ว Error > กด ESC หรือ OK แล้วกรอบให้ใส่จำนวนเงินขึ้นไม่ครบ >> รอแก้ไข
4920,F8 คำนวณเงินทอนแล้ว Error || Upgrade โปรแกรมให้ใหม่
4921,F9 รายงานทะเบียนเลขห้อง
4922,F9 แล้ว Error ให้ลอง Restart เครื่องแล้ว F9 ใหม่
4923,F9 แล้วข้อมูลไม่ขึ้นใน Excel แนะนำให้ตั้งค่าการป้องกันของ Excel
4924,F9 แล้วจะไม่ดึงช่อง Email แนะนำให้ใส่ Email ที่ช่อง Remark เนื่องจาก F9 แล้วจะดึงช่อง Remark มาให้
4925,F9 ใบเสร็จแล้วเลขที่ใบเสร็จโชว์ไม่ครบ สามารถขยายช่องใน Excel ได้
4926,F9 ได้ปกติ
4927,F9 ได้ปกติ ให้ใส่วันที่ให้ครอบคลุม
4928,F9 ทะเบียนเลขห้อง
4929,F9 ที่ทะเบียนเจ้าของร่วมฯ
4930,F9 ที่รายงานทะเบียนเจ้าของร่วม
4931,F9 รายงาน
4932,F9 รายงานเคลื่อนไหวฯ ทุกห้องข้อมูลจะดึงไม่ครบ แนะนำให้แบ่งจำนวนห้อง
4933,F9 รายงานเงินฝากส่วนตัว เลขที่ห้องที่ซ้ำเป็นการโชว์ Transaction ของห้องนั้นๆ
4934,F9 รายงานแล้วขึ้นไม่สามารถเรียกใช้งานไฟล์ได้ ให้ลอง Restart คอมฯ แล้วเข้าใหม่
4935,F9 รายงานใบเสร็จได้เฉพาะฟอร์ม 1 สามารถปริ้นท์เป็น PDF และเอาไปแปลงไฟล์ต่อได้
4936,F9 รายงานใบเสร็จรับเงิน
4937,F9 รายงานใบแจ้งหนี้
4938,F9 รายงานใบนำส่งฯ ไม่ได้
4939,F9 รายงานใบนำส่งฯ ไม่ได้ แนะนำให้ลองใช้รายงานรับเงินตามบุุคคลแทน
4940,F9 รายงานการแจ้งหนี้
4941,F9 รายงานการรับเงินตามบุคคล
4942,F9 รายงานงบกำไร-ขาดทุน
4943,F9 รายงานทะเบียนเจ้าของร่วม
4944,F9 รายงานทะเบียนเจ้าของร่วมฯ
4945,F9 รายงานทะเบียนเลขห้อง
4946,F9 รายงานทะเบียนเลขห้อง และรายงานทะเบียนเจ้าของร่วม
4947,F9 รายงานทะเบียนเลขห้องเป็นExcel
4948,F9 รายงานบัญชีแยกประเภท
4949,F9 รายงานบัญชีแยกประเภทยอดยกมาจะออกมาด้วย ถ้าไม่ต้องการให้แก้ไขใน Excel ได้
4950,F9 รายงานบันทึกประจำงวดอื่นๆ
4951,F9 รายงานบันทึกมิเตอร์ไฟฟ้าได้ทีละ 1 เดือน
4952,F9 รายงานบันทึกมิเตอร์น้ำ
4953,F9 รายงานบันทึกมิเตอร์น้ำประปา และรายงานลูกหนี้ค้างชำระแยกประเภท
4954,F9 รายงานมาเป็นexcel
4955,F9 รายงานรายรับแยกประเภท
4956,F9 รายงานลูกหนี้ค้างชำระแยกประเภท
4957,F9 รายงานลูกหนี้ค้างชำระรายบุคคล
4958,F9 รายงานสรุปหนี้ค้างชำระรายบุคคล
4959,Folder _Softbiz ถูก Hidden อยู่
4960,Folder _Softbiz ถูกซ่อนไฟล์
4961,Folder A-Backup ถูกซ่อนอยู่ เพิ่ม Folder ใหม่เป็น A-Backup01 และ Copy ไฟล์สำรองฯ บางส่วนใน A-Backup มาที่ Folder ใหม่
4962,Folder BYH ถูกย้ายไปที่อื่น จึงดึงกลับมาที่เดิมและให้ลูกค้าเช็คข้อมูล
4963,Folder CM ไม่มีอยู่ ดึงไฟล์สำรองฯ ของวันที่ 11/07/2023 มาคืน
4964,Folder IC ถูก Rename เป็น CI
4965,Folder Picture ไม่มี ถูก Move ออกมาที่ Drive D จึง Move กลับไปที่ _Softbiz
4966,Folder PICTURE หายไป ดึง Folder PICTURE จากโปรแกรมที่ Backup ไว้มาลง
4967,Folder ข้างใน _Softbiz หายไปบาง Folder ค้นหา Driver C D ไม่เจอไฟล์ใน Folder ที่หายไป -- เอาโปรแกรม Backup ของปี 63 มาลง และเอาข้อมูลล่าสุด และ Database\SY มาลง และให้ลองเข้าใช้งานและเช็คข้อมูล
4968,Folder ถูกซ่อน เอา Hidden ออก
4969,Font Angsana UPC ไม่มี เปลี่ยนเป็น Font อื่นให้ก่อน และแนะนำให้ลง Font ภาษาไทย
4970,Font Angsana ไม่มี แนะนำให้ลง Font
4971,Font ใช้ขึ้นหลังจาก Upgrade เนื่องจากเปลี่ยน Font ใหม่
4972,Font ที่เลือกใช้ก่อนหน้านี้ไม่อยู่ ถ้าลง Font ใหม่แล้วจะขึ้นให้ปกติ
4973,Font น่าจะไม่มี แก้ไขเป็น font อื่นให้ก่อน แต่ควรลง font ให้ครบ
4974,Font ภาษาไทยไม่มี เปลี่ยนเป็น Font อื่นให้ก่อน และแนะนำให้ลง Font ภาษาไทยอื่นๆ เพิ่ม
4975,Font ภาษาไทยตัวที่เลือกใช้ไม่มี เปลี่ยนเป็น Font อื่นให้ และแนะนำให้ลง Font ภาษาไทย
4976,Font ภาษาไทยบาง Font ไม่มี เปลี่ยนเป็น Font อื่นให้ก่อน และแนะนำให้หา Font ภาษาไทยมาลงเพิ่มเติม
4977,Font ภาษาไทยบางตัวไม่มี แนะนำให้ Doownload มาลงก่อน
4978,Font ภาษาไทยบางตัวไม่มีทำให้ไม่เป็นภาษาไทย เปลี่ยนเป็น Font อื่นให้ก่อน และแนะนำให้ลูกค้า Download Font ภาษาไทยมาลง
4979,Font ภาษาไทยบางตัวไม่มีทำให้ไม่เป็นภาษาไทย แก้ไขให้เบื้องต้นก่อน และแนะนำให้ลูกค้า Download Font ภาษาไทยมาลง
4980,Font ภาษาไทยบางตัวไม่มีทำให้ไม่เป็นภาษาไทย แนะนำให้ลูกค้า Download Font ภาษาไทยมาลง
4981,Font ภาษาไทยบางตัวไม่มีทำให้ไม่เป็นภาษาไทย แนะนำให้ลูกค้า Download Font ภาษาไทยมาลง เบื้องต้นเปลี่ยนเป็น font อื่นให้ใช้ได้ก่อน
4982,Font ภาษาไทยบางตัวไม่มีทำให้ไม่เป็นภาษาไทย และแนะนำให้ลูกค้า Download Font ภาษาไทยมาลง
4983,Font ภาษาไทยบางตัวไม่มีทำให้ไม่เป็นภาษาไทย ลูกค้าจะให้ IT Download Font ภาษาไทยมาลงก่อน
4984,Font ภาษาไทยหลายตัวไม่มี เปลี่ยนเป็น font อื่น และแนะนำให้ download font ภาษาไทยมาลง
4985,Font มีปัญหา แจ้งให้ IT ตรวจสอบ
4986,Form CN 1. ตัวแปรวันที่ให้ใช้ 2565 |2. แก้ฟอร์มโดยเอาบรรทัดบ้านเลขที่ออก |3. Setting Printer
4987,GL ไม่มีให้ปริ้นท์ใบหัก ณ ที่จ่าย ใช้บันทึกยอดลงบัญชีอย่างเดียว
4988,GL ไม่สามารถ Import ข้อมูลเข้าได้
4989,GL จะไม่สามารถดูได้ว่า User ไหนลบ Voucher และลบไปเมื่อไหร่
4990,GL ทะเบียน STR65 เสนาทิพย์ ลิฟวิ่งเพลส ขึ้น Not database (RSG สามารถมีได้ทั้งหมด 13 ทะเบียน ไม่รวม TEST)
4991,GL สอนเปลี่ยนปีบัญชี
4992,GL สามารถปิดบัญชีได้ ออกงบฯ ได้
4993,Harddisk เสีย กำลังให้ช่างกู้ข้อมูล ถ้าจะให้ลงโปรแกรมสำรองใช้ก่อนสามารถลงได้ แต่จะเป็นโปรแกรมเปล่า และนิติฯ ไม่เคย Backup แยกใส่ USB
4994,HCL SPB
4995,HDD (Drive D) มีปัญหา จึงต้อง Format ทำให้ข้อมูลหาย แต่มี Backup ใน USB ต้องการให้ลงให้ใหม่ | แนะนำให้ส่งหนังสือแจ้งโดยให้ผจก.นิติฯ เซ็นต์
4996,-HDD Drive D เต็ม ย้ายไฟล์อื่นไป Drive C ใช้งานได้
4997,HDD เสีย ไม่สามารถกู้ข้อมูลได้ ถ้านิติฯ ต้องการให้ลงโปรแกรมใหม่ ให้ส่งหนังสือแจ้งโดยให้ผจก.นิติฯ เซ็นต์
4998,Head ส่งมาข้อมูลมาให้ ต้องการให้คืนข้อมูล
4999,HJ Post เข้า MR และ AR ส่วน AP Post เข้า PV และ BU
5000,https://meet.google.com/gsz-eytj-kwq--ส่งให้ลูกค้าได้เลย
5001,HWLHOLD // HWSEAAIR
5002,Import Meter ไฟฟ้า
5003,Import แล้ว 1. บางส่วนวันที่ไม่ขึ้น เช็คใน Excel แล้ววันที่ผิด | 2. บางส่วนชื่อไม่ขึ้นเนื่องจากเลขห้องไม่มีในทะเบียนเลขห้อง แจ้งให้แก้ไขเพิ่มเติม
5004,Import แล้ว ลูกค้าไม่รับสาย รอส่งไฟล์ให้ลูกค้าพรุ่งนี้
5005,Import แล้วให้ลูกค้าเช็คยอดดูอีกที . ----- แจ้งให้แก้ไขหนี้ค้างเพิ่มเติม ช่องปี และ เดือน ไม่ได้ใส่ ----- ลูกค้าแจ้งว่า Import รายชื่อแล้ว หนี้ค้างฯ ยังไม่ได้ Import . ******โทรกลับหาคุณน้อย 082-4423654 เพราะเจ้าหน้าที่หน้างานแจ้งว่าทางเราทำไม่ได้ อธิบายให้ฟังโดยตรงคะ------แจ้งว่าเมื่อวานสามารถ Import ได้ . -----ถ้าไม่ได้ใส่ช่องปี และ เดือน แต่มีช่องวันที่ใบแจ้งหนี้พี่โอสอนให้ ใช้สูตร --||--  เดือน > =month(ชื่อช่องวันที่ของบรรทัดนั้น) เช่น =month(D9)  ปี > =year(ชื่อช่องวันที่ของบรรทัดนั้น) เช่น =year(D9) -----พี่โอลงข้อมูลเดิมเอามาเก็บไว้ให้ลูกค้าใน Test แล้ว
5006,Import แล้วยอดไม่ตรงเนื่องจากเลขที่ใบแจ้งหนี้ซ้ำ ให้แก้ไขเลขที่ใบแจ้งหนี้เพิ่มเติม
5007,Import ข้อมูลหนี้ค้างให้ใหม่ + เพิ่มผู้ใช้งานระดับ 1
5008,import รายชื่อ
5009,import รายชื่อ + สอนแก้ไขหนี้ค้าง บางรายการ แล้วให้ส่งใหม่
5010,import รายชื่อ + สอนการแก้ไขข้อมูลหนี้ค้างใน excel เรียบร้อย
5011,Import รายชื่อ + หนี้ค้าง และ Email ไฟล์สำรองฯ กลับ
5012,Import รายชื่อ + หนี้ค้าง ส่งข้อมูลให้ลูกค้าเช็คดูก่อนเนื่องจากมีบางรายการยอดไม่ตรง ถ้ามีการแก้ไขเพิ่มเติมให้แจ้งเข้ามาอีกครั้ง
5013,import รายชื่อ + หนี้ค้างให้แก้ไขบางรายการ
5014,Import รายชื่อ PLAND2
5015,Import รายชื่อ V1กับV2
5016,Import รายชื่อ เฟื่องคณา และปิติสุขสิริ และส่งไฟล์
5017,import รายชื่อ เรียบร้อย
5018,import รายชื่อ และแจ้งให้แก้ไขหนี้ค้างเพิ่มเติม
5019,Import รายชื่อ ให้แก้ไขหนี้ค้างเพิ่มเติม
5020,import รายชื่อ ให้ใหม่
5021,import รายชื่อ หนี้ค้าง + เพิ่มจุดแลนด์ 1 จุด เรียบร้อย
5022,import รายชื่อ หนี้ค้าง เซ็ทฟอร์มใบแจ้งหนี้ ใบเสร็จรับเงิน
5023,import รายชื่อ+แก้ไขฟอร์มใบแจ้งหนี้
5024,import รายชื่อ+หนี้ค้าง
5025,import รายชื่อ+หนี้ค้าง เซ็ทฟอร์มใบแจ้งหนี้ ใบเสร็จรับเงิน
5026,import รายชื่อ+หนี้ค้าง เพิ่มทะเบียน ตั้งค่าข้อมูลต้างๆ
5027,import รายชื่อ+หนี้ค้าง เรียบร้อย
5028,import รายชื่อ+หนี้ค้าง และแจ้งให้ลูกค้าเช็คข้อมูล
5029,import รายชื่อ+หนี้ค้าง และให้ลูกค้าเช็คข้อมูล
5030,import รายชื่อ+หนี้ค้าง และให้ลูกค้าตรวจสอบข้อมูล
5031,import รายชื่อ+หนี้ค้าง และส่งไฟล์
5032,import รายชื่อ+หนี้ค้าง ใหม่
5033,import รายชื่อ+หนี้ค้าง ตั้งค่าหน้ากระดาษ
5034,import รายชื่อ+หนี้ค้าง ตั้งรหัสรายรับ และส่งไฟล์สำรองฯ
5035,import รายชื่อ+หนี้ค้าง ส่งให้ข้อมูลให้ลูกค้า และให้ลูกค้าเช็คยอด
5036,import รายชื่อ+หนี้ค้าง+เซ็มฟอร์มใบแจ้งหนี้ ใบเสร็จรับเงิน เรียบร้อย
5037,import รายชื่อใหม่
5038,Import รายชื่อไซท์ เดอะทรี พัฒนาการ - เอกมัย (TTP) (มีการเพิ่มทะเบียนไว้เรียบร้อยแล้ว)
5039,import รายชื่อจะ Import เฉพาะตอนเริ่มต้นใช้งานระบบ หลังจากมีการใช้งานระบบแล้วลูกค้าสามารถเข้าไปแก้ไขชื่อให้ถูกต้องได้ที่ทะเบียนเจ้าของร่วมฯ
5040,Import รายชื่อล่าสุด เรียบร้อย
5041,Import รายชื่อลูกบ้าน
5042,Import รายชื่อลูกบ้านของเวย์ ชินเขต (Vay Chinnakhet)
5043,Import ส่งไฟล์ และให้ลูกค้าเช็คข้อมูล
5044,import หนี้ค้าง
