status_id,status
253,(ยังไม่ต่อ MA ส่งใบเสนอไปแล้วไม่มีการตอบกลับหมด 04/2563)
254,(ยังไม่ต่อ MA ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 02/2557)
255,(ยังไม่ต่อ MA ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 12/2560)
256,(ยังไม่ต่อ MA ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด MA03/2564)
257,(ยังไม่ต่อ MA ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด MA01/2562)
258,(ยังไม่ต่อ MA ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด MA09/2561)
259,(ยังไม่ต่อ MA ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด04/2561
260,(ยังไม่ต่อ MA หมด 06/2561)
261,(ยังไม่ต่อ MA หมด ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด MA07/2560)
262,(ยังไม่ต่อ MA**ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด MA 08/2564**)
263,(ยังไม่มีใบเสนอราคา MA)
264,(ยืนยันไม่ต่อ MA)
265,(ยืนยันไม่ต่อ MA) ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด01/2561
266,(ยืนยันไม่ต่อ MA)>>((ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 01/2561)
267,(ยูนิตี้ กรุ๊ป(Unity)(MA12/2564)
268,(ลูกค้าแจ้งไม่ต่อ MA หมด MA12/2556)
269,(ลูกค้าโทรแจ้งจะโอนค่าเช่าให้พรุ่งนี้)LICENCE06/2564
270,(ลูกค้าโอนเงินมาแล้ว)MA01/2565
271,(ลูกค้าใหม่ ยังไม่ได้ลงโปรแกรม )
272,(ลูกค้าใหม่ ยังไม่ลงโปรแกรม)
273,(ลูกค้านัดชำระเงินวันพุ้งนี้ วันที่21/4/2564)(LICENCE03/2564)
274,(ลูกค้านัดรับเช็คแล้ว)
275,(ลูกค้าฝากเช็คให้แล้ว)MA12/2564
276,(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ MAหมด 05/2560)
277,(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ MAหมด 06/2556)
278,(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ MAหมด 08/2560)
279,(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ MAหมด 11/2560)
280,(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ MAหมด 11/2561)
281,(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 01/2558)
282,(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 01/2558)>>
283,(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 01/2559 )
284,(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 01/2561)
285,(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 02/2561)
286,(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 02/2565)
287,(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 03/2561)
288,(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 03/2562)
289,(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 03/2565)
290,(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 04/2555)
291,(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 04/2558)
292,(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 04/2560)
293,(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 04/2561)
294,(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 05/2559)>>
295,(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 05/2560)
296,(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 05/2561)
297,(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 05/2562) bks.niti@gmai.com
298,(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 05/2564(NEW06/2563)
299,(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 06/2564)
300,(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 07/2557)
301,(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 07/2558)
302,(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 07/2561)
303,(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 07/2563)
304,(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 08/2558)
305,(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 08/2559)
306,(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 08/2562)
307,(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 09/2553)
308,(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 09/2557)
309,(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 09/2557)>>
310,(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 09/2562 )
311,(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 09/2562)
312,(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 09/2562)Kusuma_kse@hotmail.com
313,(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 09/2564 )
314,(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 09/2564)
315,(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 10/2558)
316,(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 10/2559 )
317,(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 10/2561)
318,(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 11/2562)
319,(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 12/2554)
320,(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 12/2561)
321,(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 12/2562)>>
322,(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด MA01/2560)
323,(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด MA01/2563)
324,(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด MA02/2558)
325,(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด MA02/2564)
326,(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด MA03/2556)
327,(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด MA04/2563)
328,(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด MA09/2563)
329,(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด MA10/2559)
330,(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด MA11/2561)
331,(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด MA12/2561)
332,(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด09/2562)
333,(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมดMA02/2565)
334,(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับหมด 01/2564)
335,(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับหมด 01/2565)
336,(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับหมด 06/2565)
337,(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับหมด 09/2560)
338,(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับหมด 09/2560)>>
339,(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับหมด 10/2564)
340,(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับหมด 12/2564 )
341,(ส่งใบเสนอราคาไปแล้ว ไม่มีการตอบกลับ หมด 01/2558)
342,(ส่งใบเสนอราคาไปแล้ว ไม่มีการตอบกลับ หมด 01/2562)
343,(ส่งใบเสนอราคาไปแล้ว ไม่มีการตอบกลับ หมด 01/2564)
344,(ส่งใบเสนอราคาไปแล้ว ไม่มีการตอบกลับ หมด 01/2565)
345,(ส่งใบเสนอราคาไปแล้ว ไม่มีการตอบกลับ หมด 02/2559)
346,(ส่งใบเสนอราคาไปแล้ว ไม่มีการตอบกลับ หมด 02/2560)
347,(ส่งใบเสนอราคาไปแล้ว ไม่มีการตอบกลับ หมด 02/2561)
348,(ส่งใบเสนอราคาไปแล้ว ไม่มีการตอบกลับ หมด 02/2562)
349,(ส่งใบเสนอราคาไปแล้ว ไม่มีการตอบกลับ หมด 02/2563)
350,(ส่งใบเสนอราคาไปแล้ว ไม่มีการตอบกลับ หมด 02/2564)
351,(ส่งใบเสนอราคาไปแล้ว ไม่มีการตอบกลับ หมด 02/2565)
